Code,Parent Code,Full Code,Meaning,Effective From Date,Effective To Date,Usage Guidelines,Notes,SortPolicyOrder,,
002,CJ93,CJ93002,Insider dealing by disposing of price-affected securities on regulated market,11/06/1996,,Section: 52(1),,CJ930020,,
003,CJ93,CJ93003,Insider dealing in price-affected shares on regulated market by relying on professional intermediary,11/06/1996,,Section: 52(1),,CJ930030,,
004,CJ93,CJ93004,Insider dealing in price-affected shares on regulated market by acting as professional intermediary,11/06/1996,,Section: 52(1),,CJ930040,,
005,CJ93,CJ93005,Using information obtained as insider dealer to encourage another to deal in price- affected securities on regulated market,11/06/1996,,Section: 52(2)(a),,CJ930050,,
006,CJ93,CJ93006,Improperly disclosing information obtained as insider dealer,11/06/1996,,Section: 52(2)(b),,CJ930060,,
001,CJ94,CJ94001,Make false statement to obtain certification as secure training centre custody officer,03/11/1994,,Section: 12  &  Sch 2 Para 5,,CJ940010,,
002,CJ94,CJ94002,Assaulting secure training centre custody officer,03/11/1994,,Section: 13(1),,CJ940020,,
003,CJ94,CJ94003,Resisting or deliberately obstructing secure training centre custody officer,03/11/1994,,Section: 13(2),,CJ940030,,
004,CJ94,CJ94004,Disclosing without authorisation information about secure training centre custody inmate,03/11/1994,,Section: 14(1)  &  (2),,CJ940040,,
005,CJ94,CJ94005,Intimidating witness juror etc,03/02/1995,,Section: 51(1),,CJ940050,,
006,CJ94,CJ94006,Harming witness juror etc,03/02/1995,,Section: 51(2),,CJ940060,,
007,CJ94,CJ94007,Threatening to harm witness juror etc,03/02/1995,,Section: 51(2),,CJ940070,,
008,CJ94,CJ94008,Failing to stop self when directed to do so by constable (stop and search in anticipation of violence),03/02/1995,,Section: 60(8)(a),,CJ940080,,
009,CJ94,CJ94009,"Failing to stop vehicle, ship, aircraft or hovercraft when directed to do so by constable (stop and search in anticipation of violence)",01/11/1994,,Section: 60(8)(a),,CJ940090,,
010,CJ94,CJ94010,Trespasser failing to leave land when directed,03/11/1994,,Section: 61(4)(a),,CJ940100,,
011,CJ94,CJ94011,Trespasser returning to land within three months of being directed to leave,03/11/1994,,Section: 61(4)(b),,CJ940110,,
012,CJ94,CJ94012,Failing to leave land when directed (raves),03/11/1994,,Section: 63(6)(a),,CJ940120,,
013,CJ94,CJ94013,Returning to land within seven days of being directed to leave (rave),03/11/1994,,Section: 63(6)(b),,CJ940130,,
014,CJ94,CJ94014,Ignoring directive not to proceed in direction of gathering (rave),03/11/1994,,Section: 65(1),,CJ940140,,
015,CJ94,CJ94015,Obstructing or disrupting lawful activity,,19/01/2004,Section: 68(1)  &  (3),,CJ940150,,
016,CJ94,CJ94016,Seeking to intimidate someone in order to disrupt lawful activity,,19/01/2004,Section: 68(1)  &  (3),,CJ940160,,
017,CJ94,CJ94017,Aggravated trespasser failing to leave land when directed by Police to leave,03/11/1994,,Section: 69(3)(a),,CJ940170,,
018,CJ94,CJ94018,Aggravated trespasser returning to land within three months of being directed to leave,03/11/1994,,Section: 69(3)(b),,CJ940180,,
019,CJ94,CJ94019,Unauthorised person offering or exposing for sale football ticket on day of match,,05/04/2007,Section: 166(1)  &  (3),,CJ940190,,
020,CJ94,CJ94020,Knowingly making false statement in civil proceedings to obtain interim possession order,03/02/1995,,Section: 75(1)(a),,CJ940200,,
021,CJ94,CJ94021,Recklessly making false statement in civil proceedings to obtain interim possession order,03/02/1995,,Section: 75(1)(b),,CJ940210,,
022,CJ94,CJ94022,Knowingly making false statement in civil proceedings to prevent or resist interim possession order,03/02/1995,,Section: 75(2)(a),,CJ940220,,
023,CJ94,CJ94023,Recklessly making false statement in civil proceedings to prevent or resist interim possession order,03/02/1995,,Section: 75(2)(b),,CJ940230,,
024,CJ94,CJ94024,Failing to leave within 24 hours of interim possession order,03/02/1995,,Section: 76(2),,CJ940240,,
025,CJ94,CJ94025,Returning as trespasser within one year of interim possession order,03/02/1995,,Section: 76(4),,CJ940250,,
026,CJ94,CJ94026,Attempting to return as trespasser within one year of interim possession order,03/02/1995,,Section: 76(4),,CJ940260,,
027,CJ94,CJ94027,Failing to leave land when directed by local authority,03/11/1994,,Section: 77(3)(a),,CJ940270,,
028,CJ94,CJ94028,Returning with vehicle to land within three months of local authority's directive to leave,03/11/1994,,Section: 77(3)(b),,CJ940280,,
029,CJ94,CJ94029,Wilfully obstructing person carrying out court order to remove unauthorised vehicles etc from land,03/11/1994,,Section: 78(4),,CJ940290,,
030,CJ94,CJ94030,Unauthorised person selling football ticket on day of match,,05/04/2007,Section: 166(1)  &  (3),,CJ940300,,
031,CJ94,CJ94031,Touting for hire car services,03/11/1994,,Section: 167(1) & (5),,CJ940310,,
032,CJ94,CJ94032,Failing to remove an item that conceals identity when directed to do so by a constable,,14/12/2001,Section: 60(8)(b),,CJ940320,,
033,CJ94,CJ94033,Failure to remove disguise when required by a constable,14/12/2001,,Section: 60AA(7),,CJ940330,,
034,CJ94,CJ94034,Fail to leave relevant land as soon as reasonably practicable,27/02/2004,,Section: 62B(1)(a),,CJ940340,,
035,CJ94,CJ94035,Enter any land of relevant local authority as a trespasser before the end of relevant period with the intention of residing there,27/02/2004,,Section: 62B(1)(b),,CJ940350,,
036,CJ94,CJ94036,Knowing that a direction under s.63(2) applies make preparations for/attend a gathering (Rave) within 24 hours starting when direction given,20/01/2004,,Section: 63(7A),,CJ940360,,
037,CJ94,CJ94037,Obstruct/ disrupt person engaged in lawful activity,20/01/2004,,Section: 68(1)  &  (3),,CJ940370,,
038,CJ94,CJ94038,Seek to intimidate someone in order to disrupt lawful activity,20/01/2004,,Section: 68(1)  &  (3),,CJ940380,,
039,CJ94,CJ94039,Unauthorised person selling/otherwise dispose of tickets for a designated football match,28/08/2007,,Section: 166(1)  &  (3),,CJ940390,,
040,CJ94,CJ94040,Make off while subject to a section 9(2)(a) requirement to await the arrival of a constable,01/11/2007,,Section: 9A,,CJ940400,,
001,CL67,CL67001,Impeding apprehension of offender (in case of murder),,01/01/1901,Section: 4(1),,CL670010,,
002,CL67,CL67002,Impeding prosecution of offender (in case of murder),,01/01/1901,Section: 4(1),,CL670020,,
003,CL67,CL67003,Impeding apprehension of offender (for offence triable only on indictment),,01/01/1901,Section: 4(1),,CL670030,,
004,CL67,CL67004,Impeding prosecution of offender (for offences triable only on indictment),,01/01/1901,Section: 4(1),,CL670040,,
005,CL67,CL67005,Impeding apprehension of offender (for offence triable either way,,01/01/1901,Section: 4(1),,CL670050,,
006,CL67,CL67006,Impeding prosecution of offender (for offence triable either way),,01/01/1901,Section: 4(1),,CL670060,,
007,CL67,CL67007,Concealing an arrestable offence,,,Section: 5(1),,CL670070,,
008,CL67,CL67008,Cause wasteful employment of police,,,Section: 5(2),,CL670080,,
009,CL67,CL67009,Assist offender by act with intent to impede his apprehension/prosecution,,01/10/2007,Section: 4(1),,CL670090,,
010,CL67,CL67010,Assist offender by impeding apprehension/prosecution - murder only,,,Section: 4(1),,CL670100,,
011,CL67,CL67011,Assist offender by impeding apprehension/prosecution original offence triable on indictment - except murder,,,Section: 4(1),,CL670110,,
012,CL67,CL67012,Assist offender by impeding apprehension/prosecution original offence triable either way,,,Section: 4(1),,CL670120,,
013,CL67,CL67013,Cause wasteful employment of police - offender under 16 years of age,26/01/2008,,Section: 5(2),,CL670130,,
001,CL77,CL77001,Using violence to secure entry to premises,,,Section: 6(1),,CL770010,,
002,CL77,CL77002,Threatening violence to secure entry to premises,,,Section: 6(1),,CL770020,,
003,CL77,CL77003,Remaining on premises as trespasser,,,Section: 7(1),,CL770030,,
004,CL77,CL77004,Trespassing with weapon of offence,,,Section: 8(1),,CL770040,,
005,CL77,CL77005,Trespassing on diplomatic premises,,,Section: 9(1),,CL770050,,
006,CL77,CL77006,Obstructing court officer executing process,,,Section: 10(1),,CL770060,,
007,CL77,CL77007,Trespassing on premises of protected organisation,,,Section: 9(1),,CL770070,,
008,CL77,CL77008,Trespassing on private residence of diplomat,,,Section: 9(1),,CL770080,,
010,CL77,CL77010,Placing hoax bomb with intent,,,Section: 51(1)(a),,CL770100,,
011,CL77,CL77011,Sending hoax bomb with intent,,,Section: 51(1)(b),,CL770110,,
012,CL77,CL77012,Communicating false information about hoax bomb,,,Section: 51(2),,CL770120,,
013,CL77,CL77013,Making false statement about own protected intended occupier status,03/02/1995,,Section: 12A(8),,CL770130,,
015,CL77,CL77015,Inciting girl under 16 to commit incest,,30/04/2004,Section: 54(1),,CL770150,,
016,CL77,CL77016,"A person agreeing with any other person(s) that a course of conduct shall be pursued with, if the agreement is carried out in accordance with their intentions to commit the offence or offences in question",,01/01/1901,Section: 1,,CL770160,,
017,CL77,CL77017,Conspiracy to commit triable either way offences outside the UK,,,Section: 1A(6),,CL770170,,
018,CL77,CL77018,Conspiracy to commit summary offences outside the UK,,,Section: 1A(6),,CL770180,,
019,CL77,CL77019,Resist/obstruct enforcement officer/person acting for engaged to execute high court writ,15/03/2004,,Section: 10(A1) & (4),,CL770190,,
020,CL77,CL77020,Conspiracy to commit an either way offence outside the UK in relation to offences against the person,,,Section: 1A,,CL770200,,
021,CL77,CL77021,Conspiracy to commit an either way offence outside the UK in relation to sexual offences,,,Section: 1A,,CL770210,,
022,CL77,CL77022,Conspiracy to commit an either way offence outside the UK in relation to damage & offences against property,,,Section: 1A,,CL770220,,
023,CL77,CL77023,Conspiracy to commit an either way offence outside the UK in relation to fraud & kindred offences,,,Section: 1A,,CL770230,,
024,CL77,CL77024,Conspiracy to commit an either way offence outside the UK in relation to theft & kindred offences,,,Section: 1A,,CL770240,,
025,CL77,CL77025,Conspiracy to commit an either way offence outside the UK in relation to offences against the state,,,Section: 1A,,CL770250,,
026,CL77,CL77026,Conspiracy to commit an either way offence outside the UK in relation to public order & riot,,,Section: 1A,,CL770260,,
027,CL77,CL77027,Conspiracy to commit an either way offence outside the UK in relation to offences against police/courts/prisons,,,Section: 1A,,CL770270,,
028,CL77,CL77028,Conspiracy to commit an either way offence outside the UK in relation to drug offences,,,Section: 1A,,CL770280,,
029,CL77,CL77029,Conspiracy to commit an either way offence outside the UK in relation to immigration offences,,,Section: 1A,,CL770290,,
030,CL77,CL77030,"Conspiracy to commit an either way offence outside the UK in relation to s/gun, f/arm & off. weapon offences",,,Section: 1A,,CL770300,,
001,CL99,CL99001,Supply cigarette lighter refill canister containing butane person U.18 years,01/10/1999,,Section: 2,,CL990010,,
001,CM04,CM04001,Possess for supply goods which did not bear a list of its cosmetic ingredients,08/12/2004,,Section: 13(1),,CM040010,,
001,CM06,CM06001,Provide regulated claims management service when not authorised/exempt person/authorisation waived etc,01/12/2006,,Section: 4(1) & 7(2),,CM060010,,
002,CM06,CM06002,"Obstruct claims management services regulator in exercise of s 8(4), (5) or (6) power/by virtue of Sch para 14",,,Section: 10,,CM060020,,
003,CM06,CM06003,Falsely hold self out as being an authorised/exempt person/ subject of a waiver under regulations,,,Section: 11(1) & (4),,CM060030,,
004,CM06,CM06004,Offer to provide regulated claims management services which would constitute an offence under Part 2 of Act,,,Section: 11(2) & (4),,CM060040,,
001,CM07,CM07001,Corporate manslaughter / homicide,06/04/2008,,Section: 1(1),,CM070010,,
002,CM07,CM07002,Organisation convicted of corporate manslaughter/homicide fail to comply with remedial order,06/04/2008,,Section: 9,,CM070020,,
003,CM07,CM07003,Organisation convicted of corporate manslaughter/homicide fail to comply with order to publish particulars of offence,,,Section: 10,,CM070030,,
001,CM48,CM48001,Authorising delivery of false statement to Registrar of companies,,01/01/1901,Section: 30,,CM480010,,
002,CM48,CM48002,Authorising issue of false prospectus,,01/01/1901,Section: 44,,CM480020,,
003,CM48,CM48003,Company officer failing to ensure books kept,,01/01/1901,Section: 147,,CM480030,,
004,CM48,CM48004,Undischarged bankrupt involved in management of company,,01/01/1901,Section: 187,,CM480040,,
005,CM48,CM48005,Breaching court order prohibiting from being director,,01/01/1901,Section: 188,,CM480050,,
006,CM48,CM48006,Failing to give up company's property to director,,01/01/1901,Section: 328,,CM480060,,
007,CM48,CM48007,Failing to give up company's records to director,,01/01/1901,Section: 328,,CM480070,,
008,CM48,CM48008,Officer of company falsifying records,,01/01/1901,Section: 329,,CM480080,,
009,CM48,CM48009,Officer of company in liquidation disposing of asset,,01/01/1901,Section: 330,,CM480090,,
010,CM48,CM48010,Trading with intent to defraud creditor,,01/01/1901,Section: 332,,CM480100,,
011,CM48,CM48011,Undischarged bankrupt acting as Receiver,,01/01/1901,Section: 367,,CM480110,,
001,CM76,CM76001,Officer of wound up company not having kept proper records,,01/01/1901,Section: 12,,CM760010,,
001,CM80,CM80001,Company director unlawfully allotting relevant security,,01/01/1901,Section: 14,,CM800010,,
002,CM80,CM80002,Offering to the public shares and debentures in private limited company,,01/01/1901,Section: 15,,CM800020,,
003,CM80,CM80003,Issuing misleading statement regarding share allotment,,01/01/1901,Section: 18,,CM800030,,
004,CM80,CM80004,Making false statement regarding valuation of company,,01/01/1901,Section: 25,,CM800040,,
005,CM80,CM80005,Being an officer of a company which illegally acquires its own shares,,01/01/1901,Section: 35,,CM800050,,
006,CM80,CM80006,Director permitting company to make unlawful loan,,01/01/1901,Section: 53,,CM800060,,
007,CM80,CM80007,Insider dealing on stock exchange,,01/01/1901,Section: 68,,CM800070,,
008,CM80,CM80008,Insider dealing by Crown Servant,,01/01/1901,Section: 69,,CM800080,,
001,CM81,CM81001,Using prohibited business name,,01/01/1901,Section: 28,,CM810010,,
002,CM81,CM81002,Giving financial assistance for share acquisition,,01/01/1901,Section: 42(1),,CM810020,,
003,CM81,CM81003,Giving financial assistance for reducing liability,,01/01/1901,Section: 42(2),,CM810030,,
004,CM81,CM81004,Making statutory declaration without having reasonable grounds for opinion expressed,,01/01/1901,Section: 44,,CM810040,,
005,CM81,CM81005,Failing to submit return of shares purchased,,01/01/1901,Section: 48,,CM810050,,
006,CM81,CM81006,Company director making false declaration regarding purchase of shares out of capital,,01/01/1901,Section: 51,,CM810060,,
007,CM81,CM81007,Failing to allow inspection of auditor's report,,01/01/1901,Section: 52,,CM810070,,
008,CM81,CM81008,Failing to give notice of objections by creditors or members,,01/01/1901,Section: 53,,CM810080,,
009,CM81,CM81009,Making payment for redemption of own shares,,01/01/1901,Section: 55,,CM810090,,
010,CM81,CM81010,Making payment for purchase of own shares,,01/01/1901,Section: 55,,CM810100,,
011,CM81,CM81011,Failing to fulfil obligations to acquire shares,,01/01/1901,Section: 67,,CM810110,,
012,CM81,CM81012,Failing to fulfil obligations to dispose of shares,,01/01/1901,Section: 67,,CM810120,,
013,CM81,CM81013,Failing to notify interest in shares to company,,01/01/1901,Section: 72(3)(a),,CM810130,,
